146900,Jam ,Pacis,49,(989) 334-5731,JPacis136@cityinthesky.com,Attractions,Guide,
315161,Faisal,Ali,57,(649) 762-2656,FAli623@cityinthesky.com,Attractions,Operator,
534201,Jason,Lam,34,(934) 965-9803,JLam465@cityinthesky.com,Attractions,Line ,
899633,Huy,Nguyen,49,(522) 596-9906,HNguyen166@cityinthesky.com,Attractions,Guide,
224229,Clarence,Garrett,50,(530) 604-4033,CGarrett428@cityinthesky.com,Attractions,Operator,
585174,Lynda,Clark,53,(427) 452-4465,LClark304@cityinthesky.com,Attractions,Food/Beverage,
411494,Bill,Newman,52,(919) 484-7451,BNewman206@cityinthesky.com,Attractions,Operator,
887413,Tommie,Brooks,22,(778) 025-9620,TBrooks728@cityinthesky.com,Attractions,Food/Beverage,
287603,Ricky ,Steele,44,(492) 263-2114,RSteele839@cityinthesky.com,Attractions,Line ,
869982,Rebecca,Villareal,58,(355) 500-9320,RVillareal186@cityinthesky.com,Attractions,Operator,
642180,Mo,Salim,31,(266) 914-3879,MSalim47@cityinthesky.com,Attractions,Operator,
643717,Abby,Herrera,59,(486) 492-7967,AHerrera356@cityinthesky.com,Attractions,Guide,
755085,Jimmy,Ramirez,24,(626) 797-0003,JRamirez864@cityinthesky.com,Attractions,Guide,
412240,Deanna,Montes de Oca,48,(912) 396-6531,DMontesdeOca763@cityinthesky.com,Attractions,Line ,
546923,Deondra,Eleng,39,(311) 366-4331,DEleng816@cityinthesky.com,Attractions,Food/Beverage,
442106,Jonathan,Poiana,56,(372) 669-6096,JPoiana281@cityinthesky.com,Custodial,Custodian,
498905,Michael,Sarmiento,42,(910) 840-4472,MSarmiento501@cityinthesky.com,Custodial,High Traffic,
241986,Alex,Cunningham,22,(229) 458-8488,ACunningham57@cityinthesky.com,Custodial,High Traffic,
166065,Kenny,Thao,32,(924) 942-7118,KThao465@cityinthesky.com,Custodial,Outdoor,
582864,Michael,Thao,24,(893) 718-0671,MThao143@cityinthesky.com,Custodial,Outdoor,
221340,Trey,Sampson,28,(381) 611-9189,TSampson910@cityinthesky.com,Custodial,Custodian,
168709,Yasmin,Thalib,59,(246) 546-4039,YThalib118@cityinthesky.com,Custodial,High Traffic,
917058,Ricardo,Cruz,20,(818) 325-0020,RCruz495@cityinthesky.com,Custodial,Collector,
345435,Michael,Baldwin,49,(267) 804-3580,MBaldwin511@cityinthesky.com,Custodial,Collector,
136067,Joel,Ellis,53,(876) 470-5508,JEllis843@cityinthesky.com,Dining,Server,
456242,Audrey,Robbins,51,(599) 145-8928,ARobbins301@cityinthesky.com,Dining,Cook,
954702,Wilson,White,40,(419) 087-5032,WWhite804@cityinthesky.com,Dining,Server,
574462,Tamara,Baker,24,(165) 276-5434,TBaker112@cityinthesky.com,Dining,Manager,
974613,Leigh,Lawson,40,(340) 021-8432,LLawson671@cityinthesky.com,Dining,Host,
378428,Benny,Hampton,21,(821) 458-9244,BHampton762@cityinthesky.com,Dining,Cook,
957920,Michael ,Wagner,36,(506) 402-5743,MWagner349@cityinthesky.com,Dining,Busser,
469917,Bill,Newman,45,(974) 917-4377,BNewman31@cityinthesky.com,Dining,Host,
602160,Angel,Bowen,32,(415) 622-6184,ABowen108@cityinthesky.com,Dining,Manager,
408129,Essie,Pope,41,(497) 582-1368,EPope297@cityinthesky.com,Dining,Bartender,
572919,Abdel,Abdalla,27,(734) 586-6404,AAbdalla488@cityinthesky.com,Dining,Host,
960116,Hunde ,Werabu,20,(317) 084-5134,HWerabu195@cityinthesky.com,Dining,Server,
776262,Paulina,Hernandez,55,(845) 810-7971,PHernandez566@cityinthesky.com,Dining,Manager,
723343,Helen,Powell,30,(258) 490-8541,HPowell94@cityinthesky.com,Dining,Host,
415937,Marion,Norman,44,(661) 284-2409,MNorman79@cityinthesky.com,Dining,Bartender,
927686,Erick ,Duncan,44,(261) 987-4470,EDuncan274@cityinthesky.com,Dining,Cook,
618018,Yohaness,Cunningham,59,(889) 630-4059,YCunningham576@cityinthesky.com,Dining,Chef,
398848,Michael,Tamirat,29,(907) 433-5019,MTamirat273@cityinthesky.com,Dining,Server,
607739,Lorenzo ,Turner,19,(575) 720-9755,LTurner105@cityinthesky.com,Dining,Server,
234669,Payshense,Richmond,34,(842) 303-2572,PRichmond487@cityinthesky.com,Dining,Busser,
248609,Melissa,Schade,52,(155) 732-5445,MSchade35@cityinthesky.com,Dining,Busser,
676922,Zak,Yevchyn,31,(756) 356-5269,ZYevchyn735@cityinthesky.com,Entertainment,High Traffic,
226585,Maria,Trujillo,22,(946) 124-3756,MTrujillo308@cityinthesky.com,Entertainment,Attraction,
794801,Corey,Fike,28,(663) 664-9170,CFike807@cityinthesky.com,Entertainment,Location,
900912,Alyssa ,Gray,53,(284) 047-7143,AGray603@cityinthesky.com,Entertainment,Attraction,
931774,Brandon,Fisher,18,(698) 928-6574,BFisher734@cityinthesky.com,Entertainment,Location,
878483,Jessie,Jennings,59,(535) 375-6601,JJennings754@cityinthesky.com,Entertainment,Attraction,
546049,Adrian,Mcgee,36,(850) 463-3398,AMcgee752@cityinthesky.com,Entertainment,High Traffic,
727435,Lynda,Clark,21,(706) 638-3491,LClark757@cityinthesky.com,Entertainment,Attraction,
366929,Leah,Hansen,43,(953) 671-5249,LHansen968@cityinthesky.com,Entertainment,Location,
455808,Kristine,Ross,34,(774) 879-6992,KRoss715@cityinthesky.com,Entertainment,Attraction,
298487,Nicole,Bade,20,(933) 996-6950,NBade304@cityinthesky.com,Entertainment,High Traffic,
843641,Thomas,Wilson,35,(293) 591-6701,TWilson80@cityinthesky.com,Entertainment,Attraction,
699460,Ramiro,Williams,48,(103) 253-1014,RWilliams416@cityinthesky.com,Maintanence,Engineer,
153255,Salvatore,Dawson,55,(780) 464-7756,SDawson350@cityinthesky.com,Maintanence,Outdoor,
125480,Michael ,Wagner,58,(951) 234-2945,MWagner371@cityinthesky.com,Maintanence,Electrician,
194911,Bill,Newman,49,(730) 731-6620,BNewman753@cityinthesky.com,Maintanence,Plumbing,
999088,Bill,Newman,38,(839) 206-0133,BNewman50@cityinthesky.com,Maintanence,Plumbing,
508652,Leah,Hansen,18,(327) 474-7814,LHansen579@cityinthesky.com,Maintanence,Outdoor,
839167,Sean,Ho,54,(589) 639-7793,SHo786@cityinthesky.com,Merchandise,Cashier,
658804,Michael,Ford,35,(986) 399-3702,MFord468@cityinthesky.com,Merchandise,Manager,
347245,Kurt ,Henderson,43,(985) 327-4188,KHenderson542@cityinthesky.com,Merchandise,Cashier,
205739,Julius ,Wilson,30,(417) 635-9698,JWilson169@cityinthesky.com,Merchandise,Floor,
787384,Jon,Blake,31,(268) 341-9797,JBlake166@cityinthesky.com,Merchandise,Cashier,
256736,Andres,Rios,30,(407) 393-0321,ARios454@cityinthesky.com,Merchandise,Inventory,
878257,Michael ,Wagner,47,(599) 185-6881,MWagner577@cityinthesky.com,Merchandise,Manager,
781093,Michael ,Wagner,56,(323) 774-9120,MWagner469@cityinthesky.com,Merchandise,Inventory,
342462,Vera,Dixon,53,(209) 223-7947,VDixon859@cityinthesky.com,Merchandise,Cashier,
889894,Harriet,Ramos,45,(663) 086-5853,HRamos328@cityinthesky.com,Merchandise,Floor,
291459,Sonya,Thompson,27,(385) 277-9515,SThompson375@cityinthesky.com,Merchandise,Cashier,
394332,Guadalupe,Knight,46,(370) 862-9478,GKnight571@cityinthesky.com,Merchandise,Floor,
698515,Jaime,Haynes,34,(656) 014-5948,JHaynes444@cityinthesky.com,Security,High Traffic,
780187,Andrea,Mitchell,40,(748) 408-7344,AMitchell635@cityinthesky.com,Security,Merchandise,
644579,Melvin,Mathis,60,(690) 564-0943,MMathis135@cityinthesky.com,Security,Entrance/Exit,
296152,Lonnie,Houston,20,(351) 965-5085,LHouston669@cityinthesky.com,Security,Attractions,
481487,Lynn,Barker,48,(478) 554-4908,LBarker663@cityinthesky.com,Security,Entrance/Exit,
435824,Hubert,Valdez,27,(698) 728-3465,HValdez214@cityinthesky.com,Security,High Traffic,
883965,Michael ,Wagner,58,(939) 180-6744,MWagner361@cityinthesky.com,Security,Merchandise,
501924,Bill,Newman,24,(728) 658-8186,BNewman63@cityinthesky.com,Security,Merchandise,
387800,Elisa,Rivera,42,(632) 155-3764,ERivera228@cityinthesky.com,Security,Attractions,
153124,Leah,Hansen,22,(176) 381-4927,LHansen832@cityinthesky.com,Security,Entrance/Exit,
357111,Ervin,Barrett,57,(466) 011-7695,EBarrett47@cityinthesky.com,Security,High Traffic,
731635,Ernesto,Martin,20,(260) 528-8107,EMartin656@cityinthesky.com,Security,Merchandise,
244569,Farah,Abdullahi,33,(647) 093-7350,FAbdullahi148@cityinthesky.com,Ticketing,East,
133628,Joey,Chim,53,(235) 312-0861,JChim139@cityinthesky.com,Ticketing,North Parking Attendant,
272149,Hamza,Said,18,(171) 170-9799,HSaid519@cityinthesky.com,Ticketing,West,
607103,Ayub,Ibrahim,59,(925) 804-5922,AIbrahim913@cityinthesky.com,Ticketing,South Parking Attendant,
812145,Nathan,Cole,49,(677) 644-6780,NCole694@cityinthesky.com,Ticketing,North,
116895,Tatiana,Heck,60,(418) 413-2139,THeck235@cityinthesky.com,Ticketing,West Parking Attendant,
248215,Alexander,West,48,(274) 078-1189,AWest263@cityinthesky.com,Ticketing,South,
272803,Lauren,Bates,34,(950) 808-0185,LBates893@cityinthesky.com,Ticketing,North,
747517,Camille,Gardner,39,(606) 342-0112,CGardner432@cityinthesky.com,Ticketing,South,
991326,Lynn,Barker,49,(698) 706-4701,LBarker293@cityinthesky.com,Ticketing,East Parking Attendant,
477313,Melissa,Patterson,22,(822) 974-5190,MPatterson380@cityinthesky.com,Ticketing,West,
409455,Brooke,Guerrero,52,(963) 663-7259,BGuerrero549@cityinthesky.com,Ticketing,East,
